-3.01508497,  1.11 
-3.01491136,  1.11 
-3.01473775,  1.11 
-3.01456414,  1.10 
-3.01439053,  1.12 
-3.01421692,  1.12 
-3.01404331,  1.12 
-3.01386970,  1.12 
-3.01369609,  1.12 
-3.01352248,  1.13 
-3.01334887,  1.12 
-3.01317526,  1.13 
-3.01300165,  1.13 
-3.01282804,  1.13 
-3.01265443,  1.12 
-3.01248082,  1.12 
-3.01230721,  1.13 
-3.01213360,  1.13 
-3.01195999,  1.13 
-3.01178638,  1.14 
-3.01161277,  1.14 
-3.01143916,  1.14 
-3.01126555,  1.13 
-3.01109194,  1.14 
-3.01091833,  1.15 
-3.01074472,  1.15 
-3.01057111,  1.15 
-3.01039750,  1.14 
-3.01022389,  1.14 
-3.01005028,  1.15 
-3.00987667,  1.15 
-3.00970306,  1.14 
-3.00952945,  1.15 
-3.00935584,  1.15 
-3.00918223,  1.15 
-3.00900862,  1.16 
-3.00883501,  1.16 
-3.00866140,  1.15 
-3.00848779,  1.16 
-3.00831418,  1.16 
-3.00814057,  1.16 
-3.00796696,  1.16 
-3.00779335,  1.16 
-3.00761974,  1.17 
-3.00744613,  1.17 
-3.00727252,  1.16 
-3.00709891,  1.17 
-3.00692530,  1.17 
-3.00675169,  1.16 
-3.00657808,  1.17 
-3.00640447,  1.18 
-3.00623086,  1.16 
-3.00605725,  1.16 
-3.00588364,  1.17 
-3.00571003,  1.18 
-3.00553642,  1.18 
-3.00536281,  1.17 
-3.00518920,  1.19 
-3.00501559,  1.18 
-3.00484198,  1.19 
-3.00466837,  1.18 
-3.00449476,  1.19 
-3.00432115,  1.18 
-3.00414754,  1.19 
-3.00397393,  1.18 
-3.00380032,  1.19 
-3.00362671,  1.19 
-3.00345310,  1.18 
-3.00327949,  1.19 
-3.00310588,  1.20 
-3.00293227,  1.20 
-3.00275866,  1.20 
-3.00258505,  1.19 
-3.00241144,  1.19 
-3.00223783,  1.21 
-3.00206422,  1.20 
-3.00189061,  1.20 
-3.00171700,  1.20 
-3.00154339,  1.20 
-3.00136978,  1.20 
-3.00119617,  1.21 
-3.00102256,  1.20 
-3.00084895,  1.20 
-3.00067534,  1.22 
-3.00050173,  1.20 
-3.00032812,  1.21 
-3.00015451,  1.21 
-2.99998090,  1.21 
-2.99980729,  1.21 
-2.99963368,  1.21 
-2.99946007,  1.20 
-2.99928646,  1.22 
-2.99911285,  1.22 
-2.99893924,  1.21 
-2.99876563,  1.22 
-2.99859202,  1.22 
-2.99841841,  1.21 
