-3.01508497,  1.38 
-3.01491136,  1.39 
-3.01473775,  1.39 
-3.01456414,  1.39 
-3.01439053,  1.40 
-3.01421692,  1.39 
-3.01404331,  1.40 
-3.01386970,  1.40 
-3.01369609,  1.42 
-3.01352248,  1.41 
-3.01334887,  1.40 
-3.01317526,  1.40 
-3.01300165,  1.41 
-3.01282804,  1.41 
-3.01265443,  1.41 
-3.01248082,  1.42 
-3.01230721,  1.42 
-3.01213360,  1.41 
-3.01195999,  1.42 
-3.01178638,  1.42 
-3.01161277,  1.42 
-3.01143916,  1.42 
-3.01126555,  1.42 
-3.01109194,  1.42 
-3.01091833,  1.42 
-3.01074472,  1.44 
-3.01057111,  1.43 
-3.01039750,  1.43 
-3.01022389,  1.43 
-3.01005028,  1.44 
-3.00987667,  1.44 
-3.00970306,  1.45 
-3.00952945,  1.44 
-3.00935584,  1.44 
-3.00918223,  1.44 
-3.00900862,  1.44 
-3.00883501,  1.45 
-3.00866140,  1.45 
-3.00848779,  1.44 
-3.00831418,  1.45 
-3.00814057,  1.45 
-3.00796696,  1.45 
-3.00779335,  1.46 
-3.00761974,  1.46 
-3.00744613,  1.45 
-3.00727252,  1.46 
-3.00709891,  1.45 
-3.00692530,  1.46 
-3.00675169,  1.47 
-3.00657808,  1.46 
-3.00640447,  1.47 
-3.00623086,  1.46 
-3.00605725,  1.47 
-3.00588364,  1.47 
-3.00571003,  1.47 
-3.00553642,  1.47 
-3.00536281,  1.47 
-3.00518920,  1.48 
-3.00501559,  1.47 
-3.00484198,  1.48 
-3.00466837,  1.47 
-3.00449476,  1.49 
-3.00432115,  1.48 
-3.00414754,  1.48 
-3.00397393,  1.47 
-3.00380032,  1.49 
-3.00362671,  1.48 
-3.00345310,  1.49 
-3.00327949,  1.48 
-3.00310588,  1.49 
-3.00293227,  1.50 
-3.00275866,  1.49 
-3.00258505,  1.49 
-3.00241144,  1.49 
-3.00223783,  1.49 
-3.00206422,  1.50 
-3.00189061,  1.50 
-3.00171700,  1.50 
-3.00154339,  1.50 
-3.00136978,  1.49 
-3.00119617,  1.51 
-3.00102256,  1.50 
-3.00084895,  1.51 
-3.00067534,  1.50 
-3.00050173,  1.52 
-3.00032812,  1.51 
-3.00015451,  1.52 
-2.99998090,  1.51 
-2.99980729,  1.51 
-2.99963368,  1.52 
-2.99946007,  1.52 
-2.99928646,  1.51 
-2.99911285,  1.51 
-2.99893924,  1.52 
-2.99876563,  1.53 
-2.99859202,  1.52 
-2.99841841,  1.53 
-2.99824480,  1.53 
-2.99807119,  1.53 
-2.99789758,  1.53 
-2.99772397,  1.53 
-2.99755036,  1.53 
-2.99737675,  1.52 
-2.99720314,  1.53 
-2.99702953,  1.53 
-2.99685592,  1.53 
-2.99668231,  1.54 
-2.99650870,  1.54 
-2.99633509,  1.53 
-2.99616148,  1.54 
-2.99598787,  1.54 
-2.99581426,  1.54 
-2.99564065,  1.53 
-2.99546704,  1.54 
-2.99529343,  1.54 
-2.99511982,  1.54 
-2.99494621,  1.54 
-2.99477260,  1.55 
-2.99459899,  1.53 
-2.99442538,  1.54 
-2.99425177,  1.55 
-2.99407816,  1.55 
-2.99390455,  1.54 
-2.99373094,  1.55 
-2.99355733,  1.56 
-2.99338372,  1.56 
-2.99321011,  1.55 
-2.99303650,  1.55 
-2.99286289,  1.55 
-2.99268928,  1.56 
-2.99251567,  1.56 
-2.99234206,  1.55 
-2.99216845,  1.56 
-2.99199484,  1.55 
-2.99182123,  1.56 
-2.99164762,  1.56 
-2.99147401,  1.54 
-2.99130040,  1.56 
-2.99112679,  1.56 
-2.99095318,  1.56 
-2.99077957,  1.56 
-2.99060596,  1.56 
-2.99043235,  1.57 
-2.99025874,  1.56 
-2.99008513,  1.57 
-2.98991152,  1.57 
-2.98973791,  1.57 
-2.98956430,  1.57 
-2.98939069,  1.57 
-2.98921708,  1.57 
-2.98904347,  1.57 
-2.98886986,  1.57 
-2.98869625,  1.57 
-2.98852264,  1.58 
-2.98834903,  1.57 
-2.98817542,  1.57 
-2.98800181,  1.57 
-2.98782820,  1.56 
-2.98765459,  1.57 
-2.98748098,  1.58 
-2.98730737,  1.58 
-2.98713376,  1.58 
-2.98696015,  1.57 
-2.98678654,  1.58 
-2.98661293,  1.58 
-2.98643932,  1.58 
-2.98626571,  1.58 
-2.98609210,  1.58 
-2.98591849,  1.57 
-2.98574488,  1.59 
-2.98557127,  1.58 
-2.98539766,  1.58 
-2.98522405,  1.58 
-2.98505044,  1.58 
-2.98487683,  1.59 
-2.98470322,  1.59 
-2.98452961,  1.58 
-2.98435600,  1.58 
-2.98418239,  1.59 
-2.98400878,  1.57 
-2.98383517,  1.59 
-2.98366156,  1.59 
-2.98348795,  1.59 
-2.98331434,  1.59 
-2.98314073,  1.59 
-2.98296712,  1.59 
-2.98279351,  1.58 
-2.98261990,  1.59 
-2.98244629,  1.59 
-2.98227268,  1.59 
-2.98209907,  1.60 
-2.98192546,  1.58 
-2.98175185,  1.58 
-2.98157824,  1.59 
-2.98140463,  1.59 
-2.98123102,  1.59 
-2.98105741,  1.59 
-2.98088380,  1.59 
-2.98071019,  1.60 
-2.98053658,  1.60 
-2.98036297,  1.60 
-2.98018936,  1.60 
-2.98001575,  1.59 
-2.97984214,  1.58 
-2.97966853,  1.60 
-2.97949492,  1.60 
-2.97932131,  1.59 
-2.97914770,  1.60 
-2.97897409,  1.59 
-2.97880048,  1.59 
-2.97862687,  1.60 
-2.97845326,  1.60 
-2.97827965,  1.60 
-2.97810604,  1.59 
-2.97793243,  1.60 
